title, gender, creator, genre, firstAppearance, species, birthDate, birthYear, deathDate, deathYear, deathCause, ethnicity, religion, nationality, country, region
Alex Quartararo, NA, NA, NA, 33, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Rider (character), NA, Anthony Horowitz, NA, Stormbreaker, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Rousseau, NA, NA, NA, Maternity Leave, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Russo, NA, Todd J. Greenwald, NA, Crazy 10-Minute Sale and 1x01 October 12 2007, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex St. Clare, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Vause, NA, NA, NA, "I Wasnt Ready" and July 11 2013 and Season 1 episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Wiegand, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Wilder, NA, Brian K. Vaughan and Adrian Alphona, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Bont, NA, Brian Michael Bendis and Alex Maleev, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Brandtner, NA, Peter Hajek and Peter_Moser, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Goodwin Pierce, NA, Paul Neary and Bob Harras, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Luthor, Jr., NA, Jerry Ordway and George Pérez and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Mahone, NA, NA, NA, Manhunt, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander Waverly, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander von Reisden, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexandra (Nikita character), NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexandra DeWitt, NA, Ron Marz, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexandra Spaulding, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexei Volkoff, NA, NA, NA, Chuck Versus the First Fight, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexis Colby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexis Davis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexis Meade, NA, Silvio Horta, NA, Pilot and (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexx Woods, NA, NA, NA, Cross Jurisdictions (CSI), NA, 1960-08-13, NA, NA, NA, NA, NA, NA, NA
Alf Garnett, NA, Johnny Speight, NA, Pilot (Comedy Playhouse 1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alf Roberts, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alf Stewart, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alfie Moon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alfred Bester (Babylon 5), NA, NA, NA, Mind War(age 69), Earth Alliance (Babylon 5), NA, NA, NA, NA, NA, NA, NA, NA
Alfred Pennyworth, NA, Bill Finger and Bob Kane and Jerry Robinson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Algeria History and Civilization, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ali G, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ali Imran, NA, Ibn-e-Safi, NA, August 1955 (Khaufnaak Imarat), NA, NA, NA, NA, NA, NA, NA, NA, NA
Ali Osman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ali Taylor, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alia Atreides, NA, Frank Herbert, NA, Dune (1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice (Alice's Adventures in Wonderland), NA, Lewis Carroll, NA, Alice's Adventures in Wonderland (1865), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice (Dilbert), NA, Scott Adams, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice (Resident Evil), Female, Paul W. S. Anderson, NA, Resident Evil, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Bates, NA, NA, NA, NA, NA, 1990-04-17, 1990, NA, NA, NA, NA, NA, NA
Alice Branning, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Comedies, NA, Walt Disney, NA, "" and 1923 and "Alices Wonderland", NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Dingle, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Frame, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Horton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice Pieszecki, NA, Ilene Chaiken, NA, Pilot (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alice the Goon, NA, E. C. Segar, NA, Thimble Theatre (December 10 1933), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alicia Florrick, NA, Michelle King and Robert King (writer), NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alicia Gallagher, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alicia Masters, NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alisha Daniels, NA, Howard Overman, NA, Series 1 Episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alison DiLaurentis, Female, Sara Shepard, NA, Pilot and (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alison Stewart (As the World Turns), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alistair Crane, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alistair Smythe, NA, Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alke, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alkhema, NA, Roy Thomas and Dann Thomas and David_Ross_(comics) and Tim_Dzon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alkyonides, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
All-American (comics), NA, Tom DeFalco and Ron Frenz, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allan Quatermain, NA, H. Rider Haggard, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allen Walker, NA, Katsura Hoshino, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allen the Alien, NA, Robert Kirkman and Cory Walker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alley-Kat-Abra, NA, Scott Shaw (artist) and Roy Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allie Kingston, NA, NA, NA, 10 August 2009 and Meet & Greet, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allison Cameron, NA, David Shore, NA, Pilot (1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Allison MacKenzie, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allison Perkins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allison Taylor, NA, NA, NA, 24: Redemption, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ally Gorman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ally Kovac, NA, NA, NA, Season one episode one, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ally McBeal (character), NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alma Gutierrez, NA, David Simon, NA, More with Less (episode 5.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Alma Halliwell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Almus (son of Sisyphus), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alo Creevey, NA, Jamie Brittain and Bryan Elsley, NA, Franky (episode 5.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Aloeus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alonzo (cat), Cat, NA, NA, Old Possum's Book of Practical Cats, Jellicle cats, NA, NA, NA, NA, NA, NA, NA, NA
Alonzo Harris, NA, David Ayer, NA, Training Day, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alope, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aloysius (Waugh), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aloysius Parker, NA, Sylvia Anderson and Gerry Anderson, NA, Trapped in the Sky and (30 September 1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Aloysius Pendergast, NA, Douglas Preston, NA, Relic, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alpha (DC Comics), NA, Kelley Puckett and Damion Scott, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alpha (Marvel Comics), NA, Dan Slott and Humberto Ramos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alpha Centurion, NA, Karl Kesel, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alpha the Ultimate Mutant, NA, Len Wein and Sal Buscema, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alphonse %22Big Boy%22 Caprice, NA, Chester Gould, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alphonse Elric, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alternative versions of Spider-Man, NA, Peter David and Tom DeFalco and Kaare Andrews and Ron Frenz and Rick Leonardi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Altes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alucard (Hellsing), NA, Kouta Hirano, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alvin Kersh, NA, NA, NA, The Beginning, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alysia Yeoh, NA, Gail Simone, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alyssa Moy, NA, Chris Claremont and Salvador Larroca, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amadeus Arkham, NA, Grant Morrison and Dave McKean and Len Wein, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amadeus Cho, NA, Greg Pak and Takeshi Miyazawa, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda (Nikita character), NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Carrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Dillon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Ripley (character), NA, James Cameron, NA, Aliens, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Sefton, NA, Chris Claremont and Dave Cockrum, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Tanen, NA, Silvio Horta, NA, Pilot and (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Vale, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Waller, NA, John Byrne (comics) and Len Wein and John Ostrander, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Woodward (Melrose Place), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Young, NA, NA, NA, Saw, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amarynceus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amarynthus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amatsu-Mikaboshi (comics), NA, Scott Kolins and Michael Avon Oeming, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amazing-Man (Centaur Publications), NA, Bill Everett, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amazing-Man (DC Comics), NA, Jerry Ordway and Roy Thomas and Keith Giffen and Geoff Johns and Dale Eaglesham and Dan DiDio, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amazo, NA, Gardner Fox and Murphy Anderson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amba (Mahabharata), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ambalika, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amber Hunt (comics), NA, Steve Gerber and R.R._Phipps, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amber Kalirai, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amber Moore, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amber Sharpe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amber Turner, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ambika (Mahabharata), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ambracia (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ambush Bug, NA, Keith Giffen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amelia Shepherd, NA, Shonda Rhimes, NA, "Greys Anatomy:" and Private Practice: and Eyes Wide Open and 3x19 April 1 2010 and Superfreak and 7x03 October 7 2010, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amelia Voght, NA, John Romita Jr. and Scott Lobdell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
American Ace, NA, Paul_Lauretta, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
American Crusader, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
American Dream (comics), NA, Tom DeFalco and Brent Anderson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
American Eagle (Marvel Comics), NA, Ron Wilson (comics) and Doug Moench, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
American Eagle (Standard Comics), NA, Kin Platt and Richard E. Hughes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Americop, NA, Dave Hoover and Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amethyst, Princess of Gemworld, NA, Gary Cohn (comics) and Ernie Colón and Dan Mishkin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Antonio Torres, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Antonio Vega, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Antono Refa, NA, NA, NA, The Geometry of Shadows, Centauri (Babylon 5), NA, NA, NA, NA, NA, NA, NA, NA
Antor, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Anwar Kharral, NA, Jamie Brittain and Bryan Elsley, NA, Tony (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Anya Amasova, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Anya Corazon, NA, Fiona Avery and Mark Brooks (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Anytos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ao Bing, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aouda, NA, Jules Verne, NA, Around the World in Eighty Days (1872), NA, NA, NA, NA, NA, NA, NA, NA, NA
Apache Chief, NA, Hanna-Barbera and Bill Finger and Bob Kane and Jerry Robinson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ape-Man, NA, Gene Colan and Jo Duffy and Roger McKenzie (comics) and Stan Lee and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apex (comics), NA, Kev Walker and Dennis_Hopeless, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aphareus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apheidas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aphrodite (Hercules: The Legendary Journeys and Xena: Warrior Princess), NA, Robert Tapert, NA, The Apple, Deity, NA, NA, NA, NA, NA, NA, NA, NA
Aphrodite Aperyi, NA, NA, NA, Episode 1 and September 8 2005 and (flashbacks), NA, NA, NA, NA, NA, NA, NA, NA, NA
Aphrodite IX, NA, David Finch (comics) and David Wohl, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apisaon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apocalypse (comics), NA, Jackson Guice and Louise Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apocalypse Twins, NA, Rick Remender and Olivier Coipel, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apollo (Marvel Comics), NA, John Buscema and Steve Englehart, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apollo (comics), NA, Warren Ellis and Bryan Hitch, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apollo Citharoedus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Apollo Creed, Male, NA, NA, Rocky, NA, NA, NA, NA, NA, NA, NA, NA, NA
Appa (character), NA, NA, NA, The Boy in the Iceberg, NA, NA, NA, NA, NA, NA, NA, NA, NA
April Branning, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
April Kepner, NA, Shonda Rhimes, NA, Invasion and (as recurring cast) and (as main cast) and 6x05 October 15 2009 and "With You Im Born Again" and 7x01 September 23 2010, NA, NA, NA, NA, NA, NA, NA, NA, NA
April Ludgate, NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
April O'Neil, NA, Peter Laird and Kevin Eastman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
April Scott (Home and Away), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
April Stevens Ewing, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aquagirl, NA, Nick Cardy and Robert Bernstein (comics) and Bob Haney and Ramona Fradon and Jack_Miller_(comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aquagirl (Lorena Marquez), NA, Patrick Gleason (artist) and Will Pfeifer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aqualad, NA, Greg Weisman and Robert Bernstein (comics) and Geoff Johns and Ramona Fradon and Ivan Reis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aqualad (Kaldur'ahm), NA, Greg Weisman and Brandon Vietti, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aquarius (DC Comics), NA, "Dennis ONeil" and Dick Dillin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aquarius (Marvel Comics), NA, "Dennis ONeil" and Roy Thomas and Sal Buscema and Luke McDonnell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aquawoman, NA, Tom Taylor (writer) and Nicola Scott, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aqueduct (comics), NA, Jim Shooter and Don Heck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arabian Knight (comics), NA, Bill Mantlo and Reginald Hudlin and Al Milgrom and Christos Gage and Scot Eaton and Mike Perkins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arae, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aragorn (comics), NA, George Tuska and Roy Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arale Norimaki, NA, Akira Toriyama, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aramis, NA, Alexandre Dumas, NA, The Three Musketeers, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arcade (Marvel Comics), NA, John Byrne (comics) and Chris Claremont, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arcanna, NA, J. Michael Straczynski and J. M. DeMatteis and Don Perlin and Gary Frank, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arceophon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arcesilaus (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arcesius, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archbishop Gilday, NA, Mario Puzo, NA, The Godfather Part III, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archelochus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archemachus of Euboea, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archer & Armstrong, NA, Jim Shooter and Barry Windsor-Smith and Bob Layton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archer (Marvel Comics), NA, Howard Mackie, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Andrews, NA, Bob Montana, NA, Pep Comics #22 (December 1941), NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Brooks, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Bunker, NA, Norman Lear, NA, Meet the Bunkers and (All in the Family), NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Carpenter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Corrigan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Hallam, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie MacDonald (Monarch of the Glen), NA, NA, NA, Series 1 Episode 1, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Mitchell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archie Morris, NA, NA, NA, October 9 2003 and (Season 10 Dear Abby), NA, NA, NA, NA, NA, NA, NA, NA, NA
Architect (The Matrix), NA, The Wachowskis, NA, The Matrix Reloaded, NA, NA, NA, NA, NA, NA, NA, NA, NA
Archy McNally, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arclight (DC Comics), NA, Dan Jurgens, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arclight (comics), NA, Chris Claremont, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ardeas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ardina, NA, Jo Duffy and Dan Jurgens and Kurt Busiek, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Areithous, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arella, NA, George Pérez and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ares (DC Comics), NA, William Moulton Marston and George Pérez, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ares (Hercules: The Legendary Journeys and Xena: Warrior Princess), NA, Robert Tapert, NA, Xena:The Reckoning, Deity, NA, NA, NA, NA, NA, NA, NA, NA
Ares (Marvel Comics), NA, Jack Kirby and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arestor, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aretaon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arete (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Areto, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aretus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argent (comics), NA, Dan Jurgens, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arges (cyclops), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argeus (king of Argos), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argonautica Orphica, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argus (comics), NA, Mark Waid and Phil Hester (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argus (king of Argos), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argus (son of Arestor), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Argyre, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ari Gold (Entourage), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aria Montgomery, NA, Sara Shepard, NA, Pilot and (episode 1.01) and Novel: and Television: and Pretty Little Liars (2006), NA, NA, NA, NA, NA, NA, NA, NA, NA
Ariadne Oliver, NA, Agatha Christie, NA, Parker Pyne Investigates, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arianna Hernandez, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ariel (Disney character), Female, Ron Clements and Edward Kitsis and John Musker, NA, The Little Mermaid (1989) and Ariel (3.06), Mermaid and Human, NA, NA, NA, NA, NA, NA, NA, NA
Ariel (comics), NA, Jo Duffy and Kerry Gammill, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aries (comics), NA, Steve Englehart and "Dennis ONeil" and Al Milgrom and Bob Brown (comics) and Steven T. Seagle and Duncan Rouleau and David Anthony Kraft and Keith Giffen and Mark Bagley and Brian Michael Bendis and Luke McDonnell, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arion (comics), NA, Jan Duursema and Paul Kupperberg, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arisia Rrab, NA, Mike W. Barr and Len Wein and Joe Staton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Aristomachus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arizona Robbins, NA, Shonda Rhimes, NA, (as recurring cast) and Wish You Were Here and 5x11 January 8 2009 and Good Mourning and 6x01 September 24 2009 and (as a series regular), NA, NA, NA, NA, NA, NA, NA, NA, NA
Arjun (character), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arkham Knight, NA, Rocksteady Studios and Geoff Johns, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arkillo, NA, Geoff Johns and Ivan Reis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arkon, NA, John Buscema and Roy Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arktos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arkwright (Open All Hours), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arlene Vaughan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arm-Fall-Off-Boy, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Armadillo (comics), NA, Paul Neary and Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Armand (The Vampire Chronicles), NA, NA, NA, Interview with the Vampire (1976), NA, NA, NA, NA, NA, NA, NA, NA, NA
