title, gender, creator, genre, firstAppearance, species, birthDate, birthYear, deathDate, deathYear, deathCause, ethnicity, religion, nationality, country, region
Koalemos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kobalt, NA, Arvell Jones, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kobra (DC Comics), NA, Jack Kirby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kobra (comic book), NA, Branislav Kerac, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kogoro Akechi, NA, Edogawa Ranpo, NA, The Case of the Murder on D. Hill, NA, NA, NA, NA, NA, NA, NA, NA, NA
Koichi Zenigata, NA, Monkey Punch, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Koko the Clown, NA, Max Fleischer, NA, 1919, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kolah Ghermezi, NA, Hamid Jebeli, NA, c. 1990, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kole, NA, George Pérez and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kommissar X, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Komodo (comics), NA, Dan Slott and Stefano Caselli, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kong Xuan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kono (comics), NA, Al Gordon and Tom and Mary Bierbaum and Keith Giffen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kool-Aid Man, NA, NA, NA, July 10 1954, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korak (character), NA, Edgar Rice Burroughs, NA, The Eternal Lover, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korath the Pursuer, NA, Mark Gruenwald and Greg Capullo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korg (comics), NA, Greg Pak and Carlo Pagulayan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korky the Cat, NA, James_Crighton_(Cartoonist), NA, The Dandy Issue 1 1937., Bicolor cat, NA, NA, NA, NA, NA, NA, NA, NA
Korra, NA, Bryan Konietzko and Michael Dante DiMartino, NA, Welcome to Republic City, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korrek, NA, Steve Gerber and Val Mayerik, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korvac, NA, Jim Starlin and Steve Gerber, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Korvus, NA, Ed Brubaker and Billy Tan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kosh Naranek, NA, NA, NA, Babylon 5: The Gathering(airdate) and Babylon 5: In the Beginning(chronological) (last airdate), Vorlon, NA, NA, NA, NA, NA, NA, NA, NA
Kosuke Kindaichi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Koziołek Matołek, NA, Kornel Makuszyński, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kraken (character), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krang, NA, David Wise (writer), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krang (comics), NA, Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kratha, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kratos (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kraven the Hunter, NA, Steve Ditko and Stan Lee, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kraven the Hunter (Alyosha Kravinoff), NA, J. M. DeMatteis and Luke Ross, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kraven the Hunter (Ana Kravinoff), NA, Joe Kelly (writer) and Marc Guggenheim and Mike McKone and Phil Jimenez, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kreia, NA, Chris Avellone, NA, Star Wars Knights of the Old Republic II: The Sith Lords (2004), List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Kreon, NA, Gerard Jones and Pat Broderick, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krimson, NA, Willy Vandersteen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kris Fisher, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristen DiMera, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristian Hargreaves, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristin Shepard, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristin Westphalen, NA, Rockne S. O'Bannon, NA, To Be or Not to Be(09/12/1993), NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristina Davis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristine Kochanski, NA, NA, NA, The End, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristoff (Disney), NA, Edward Kitsis and Chris Buck and Jennifer Lee (filmmaker), NA, A Tale of Two Sisters and Frozen (2013), NA, NA, NA, NA, NA, NA, NA, NA, NA
Kristoff Vernard, NA, John Byrne (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kro (comics), NA, Jack Kirby, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krona (comics), NA, John Broome (writer) and Gil Kane, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kronos (comics), NA, Jim Starlin and Mike Friedrich, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krotos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kruncha and Nuckal, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krypto, NA, Otto Binder and Curt Swan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kryptonite Man, NA, Jerry Siegel and Grant Morrison and Rags Morales and George Papp and Kurt Busiek and Geoff Johns and Cully Hamner and Pete Woods and Sholly_Fisch, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krystalin, NA, John Francis Moore (writer) and Ron Lim, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krystle Carrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Krystyna Drohojowska, NA, Henryk Sienkiewicz, NA, Fire in the Steppe, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kryten, NA, NA, NA, Kryten, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kulafu, NA, Francisco Reyes (illustrator), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kulan Gath, NA, Roy Thomas and Barry Windsor-Smith, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kull of Atlantis, NA, Robert E. Howard, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kumonga, NA, Jun Fukuda, NA, Son of Godzilla (1967), NA, NA, NA, NA, NA, NA, NA, NA, NA
Kung (comics), NA, José Delbo and Gerry Conway, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kunimitsu Tezuka, NA, Takeshi Konomi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kunti, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kunti-Bhoja, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kuririn, NA, Akira Toriyama, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kurse, NA, Walt Simonson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kurt Barlow, NA, Stephen King, NA, 'Salem's Lot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kurt Benson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kurt Hummel, NA, Ryan Murphy (writer) and Brad Falchuk and Ian Brennan (writer), NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kusha (Ramayana), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kushadhwaja, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kuvira, NA, Bryan Konietzko and Michael Dante DiMartino, NA, The Metal Clan, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kwai Chang Caine, NA, NA, NA, Kung Fu, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kydoimos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyla Tyson, NA, Richard Stokes (producer), NA, "Ill Be Back" and 8x17 7 February 2006, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Abbot, NA, Greg Rucka, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Abbott (The Young and the Restless), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Baldwin, NA, NA, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Blueman, NA, Robert Muchamore, NA, The Recruit, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Braxton, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Broflovski, NA, Matt Stone and Trey Parker, NA, Jesus vs. Frosty and Cartman Gets an Anal Probe, NA, 1988-05-26, NA, NA, NA, NA, NA, NA, NA
Kyle Canning, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Katarn, NA, NA, NA, Star Wars: Dark Forces, List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Kyle Lewis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Rayner, NA, Ron Marz and Darryl Banks, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Reese, Male, James Cameron and John Friedmann, NA, The Terminator and Dungeons and Dragons, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Sampson (Guiding Light), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyle Valenti, NA, Jason Katims, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kylie Platt, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kylo Ren, NA, NA, NA, The Force Awakens (2015), List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Kylun, NA, Chris Claremont and Alan Davis, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyo Sohma, NA, Natsuki Takaya, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyoya Hibari, NA, Akira Amano, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyrano, NA, Sylvia Anderson, NA, Trapped in the Sky and (30 September 1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyrbas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Kyu-Shin, NA, Mitch_Hyman and Ivonne_Falcon and Alberto_Cortes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
KARR (Knight Rider), NA, Glen A. Larson, NA, "Trust Doesnt Rust (November 19 1982)" and Knight of the Living Dead, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ælfwine of England, NA, NA, NA, The Book of Lost Tales, Man (Middle-earth), NA, NA, NA, NA, NA, NA, NA, NA
Lucius Vorenus (Rome character), NA, NA, NA, The Stolen Eagle, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucky Lynx, NA, NA, NA, 2000, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucky Spencer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucky Spencer and Elizabeth Webber, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucky the Pizza Dog, NA, Matt Fraction and David Aja, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Baker, NA, Robert Maxwell (producer), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Barker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Beale, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Benson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Coe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Collins, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Ewing, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Knight, NA, NA, NA, September 24 1998. and (5x01 Day for Knight), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Lane, NA, Otto Binder and Curt Swan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Mancini, NA, Mario Puzo, NA, The Godfather, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Montgomery (As the World Turns), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Robinson (Neighbours), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy Westenra, NA, Bram Stoker, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy and Ricky Ricardo, NA, NA, NA, The Girls Want to Go to a Nightclub (1951), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lucy van Pelt, NA, NA, NA, March 3 1952, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ludi (comics), NA, Tom Sutton and Ralph Macchio (comics) and Roger Stern, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ludwig Von Drake, NA, Walt Disney and Ward Kimball and Milt Kahl, NA, The Wonderful World of Color (September 24 1961), Duck, NA, NA, NA, NA, NA, NA, NA, NA
Ludwig von Lahnstein, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luis Lopez-Fitzgerald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luisa Warrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luise von Waldensteyck, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luka Kovač, NA, NA, NA, September 30 1999 and (Season 6 Leave It to Weaver), NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Cage, NA, John Romita Sr. and Archie Goodwin (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Carlyle, NA, J. Michael Straczynski and John Romita Jr., NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Duke, NA, NA, NA, One Armed Bandits first episode ofThe Dukes of Hazzard, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Durville, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke French (Holby Blue), NA, Tony Jordan, NA, 1x01(2007)-, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Handley, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke McAllister, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Morgan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Skywalker, NA, George Lucas, NA, Star Wars (1977), List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Luke Snyder, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Spencer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Strong (Coronation Street), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Ward, NA, Josh Schwartz, NA, (episode 1.01) and Premiere, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke Warrington, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luke and Laura, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lulu Spencer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lum Invader, NA, Rumiko Takahashi, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luma Lynai, NA, Jerry Siegel and Jim Mooney, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lumen Pierce, NA, NA, NA, (episode 5.03) and Practically Perfect, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lumpy Rutherford, NA, NA, NA, Lumpy Rutherford (January 24 1958), NA, NA, NA, NA, NA, NA, NA, NA, NA
Luna Maximoff, NA, John Byrne (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lunatik, NA, David Anthony Kraft and George Pérez, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luornu Durgo, NA, Jerry Siegel and Jim Mooney, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lupo (comics), NA, Neal Adams and Roy Thomas, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lurch (The Addams Family), NA, Charles Addams, NA, The New Yorker  cartoon (1938), NA, NA, NA, NA, NA, NA, NA, NA, NA
Luther Stickell, NA, NA, NA, Mission: Impossible, NA, NA, NA, NA, NA, NA, NA, NA, NA
Luvvie Darling, NA, Graham Dury, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lux Cassidy, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lybie, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycaon (Troy), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycaste (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycastus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycomedes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycomedes (son of Creon), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lycurgus of Nemea, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lydia Brandner, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lydia Hart, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lydia Simmonds, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyja, NA, Tom DeFalco and Paul Ryan (cartoonist), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyla Garrity, NA, NA, NA, Pilot and (episode 1.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyla Lerrol, NA, Jerry Siegel and Wayne Boring, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyn Scully, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyncus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynette Scavo, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynn Michaels, NA, John Romita Jr. and Chuck Dixon, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynn Minmay, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynne Hobbs, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynsey Nolan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lynx (comics), NA, Chuck Dixon and Tom Lyle, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyon Hunter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyra Belacqua, NA, Philip Pullman, NA, Northern Lights/The Golden Compass, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyrcea, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyrnessus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lysimache, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lysithea (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyssa Drak, NA, Dave Gibbons and Geoff Johns, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lyta Alexander, NA, NA, NA, Babylon 5: The Gathering, Earth Alliance (Babylon 5), NA, NA, NA, NA, NA, NA, NA, NA
L-Ron, NA, J. M. DeMatteis and Steve Leialoha and Al Gordon and Keith Giffen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
L (Death Note), NA, Takeshi Obata and Tsugumi Ohba, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
La (Tarzan), NA, Edgar Rice Burroughs, NA, The Return of Tarzan, NA, NA, NA, NA, NA, NA, NA, NA, NA
La India María, NA, NA, NA, Tonta tonta pero no tanto (1972), NA, NA, NA, NA, NA, NA, NA, NA, NA
La Lunatica, NA, John Francis Moore (writer) and Ron Lim, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Labda (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Labib (mascot), NA, Chedly_Belkhamsa, NA, NA, Fennec fox, NA, NA, NA, NA, NA, NA, NA, NA
Lachlan Fraser, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lacuna (comics), NA, Mike Allred and Peter Milligan, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lacus Clyne, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Blackhawk, NA, Mike Costa and Howard Chaykin and Dick Dillin and Ken_Lashley, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Bullseye, NA, Ed Brubaker and Marko Djurdjević and Clay Mann, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Byrne, NA, NA, NA, 9x30 After the Fall2007, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Cop, NA, Robert Kanigher and John Rosenberger, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Death, NA, Steven Hughes and Brian Pulido, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Deathstrike, NA, "Dennis ONeil" and Bill Mantlo and Larry Hama and Chris Claremont and Sal Buscema and Barry Windsor-Smith, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Demon, NA, Brian Pulido, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Fuchsia Groan, NA, Mervyn Peake, NA, Titus Groan, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Gorgon, NA, Matt Fraction and Rick Remender and Howard Chaykin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Jessica, NA, Frank Herbert, NA, Dune (1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Liberty (comics), NA, Mike W. Barr, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Lotus, NA, Alan Kupperberg and Donald F. Glut and Rick Hoberg and Chic Stone, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Marian, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Mastermind, NA, Chris Claremont and Salvador Larroca, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Octopus, NA, J. M. DeMatteis and Angel Medina (artist), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Penelope Creighton-Ward, NA, Sylvia Anderson and Gerry Anderson, NA, Trapped in the Sky and (30 September 1965), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Quark, NA, George Pérez and Marv Wolfman, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Shiva, NA, "Dennis ONeil" and Ric Estrada, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Styx, NA, Grant Morrison and Mark Waid and Greg Rucka and Geoff Johns, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Vic, NA, Chuck Dixon and Scott McDaniel, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Wang, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lady Yin, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ladyhawk (comics), NA, Tom DeFalco and Pat Olliffe, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ladytron (comics), NA, Alan Moore and Travis Charest, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Laelaps (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Laertes, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lagoon Boy, NA, Erik Larsen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Laken Lockridge, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lalmohan Ganguly, NA, Satyajit Ray, NA, Sonar Kella, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lambert Strether, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lambik, NA, Willy Vandersteen, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lambo (Reborn!), NA, Akira Amano, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lamedon (mythology), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lampos, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lamprey (comics), NA, Mark Gruenwald, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lampus, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lana Crawford, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lana Lang, NA, Bill Finger, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lana Lang (Smallville), NA, Alfred Gough and Bill Finger, NA, Pilot, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Corporal Jones, NA, NA, NA, The Man and the Hour, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Hunter, NA, Herb Trimpe and Gary Friedrich, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Lewis, Space Detective, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance O'Casey, NA, C. C. Beck and Bill Parker (comics), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Powell (Brookside), NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Smart, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Spearman, NA, Drum (South African magazine), NA, 1968, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Stone, NA, NA, NA, Dark Oracle, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Sweets, NA, Hart Hanson, NA, The Secret in the Soil (2007), NA, NA, NA, NA, NA, NA, NA, NA, NA
Lance Wilkinson, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Lando Calrissian, Male, George Lucas and Lawrence Kasdan, NA, The Empire Strikes Back (1980), List of Star Wars species (F–J), NA, NA, NA, NA, NA, NA, NA, NA
Lane Pryce, NA, Matthew Weiner, NA, Out of Town (3.01), NA, NA, NA, NA, NA, NA, NA, NA, NA
